sample_id,day_id,split,scenario,seed,input_start_minute,input_end_minute_exclusive,target_start_minute,target_end_minute_exclusive,horizon_minutes
train-morning-05-m055-h2,train-morning-05,train,morning,10005,45,55,55,57,2
train-morning-05-m056-h2,train-morning-05,train,morning,10005,46,56,56,58,2
train-morning-05-m057-h2,train-morning-05,train,morning,10005,47,57,57,59,2
train-morning-05-m058-h2,train-morning-05,train,morning,10005,48,58,58,60,2
train-morning-05-m059-h2,train-morning-05,train,morning,10005,49,59,59,61,2
train-morning-05-m060-h2,train-morning-05,train,morning,10005,50,60,60,62,2
train-morning-05-m061-h2,train-morning-05,train,morning,10005,51,61,61,63,2
train-morning-05-m062-h2,train-morning-05,train,morning,10005,52,62,62,64,2
train-morning-05-m063-h2,train-morning-05,train,morning,10005,53,63,63,65,2
train-morning-05-m064-h2,train-morning-05,train,morning,10005,54,64,64,66,2
train-morning-05-m065-h2,train-morning-05,train,morning,10005,55,65,65,67,2
train-morning-05-m066-h2,train-morning-05,train,morning,10005,56,66,66,68,2
train-morning-05-m067-h2,train-morning-05,train,morning,10005,57,67,67,69,2
train-morning-05-m068-h2,train-morning-05,train,morning,10005,58,68,68,70,2
train-morning-05-m069-h2,train-morning-05,train,morning,10005,59,69,69,71,2
train-morning-05-m070-h2,train-morning-05,train,morning,10005,60,70,70,72,2
train-morning-05-m071-h2,train-morning-05,train,morning,10005,61,71,71,73,2
train-morning-05-m072-h2,train-morning-05,train,morning,10005,62,72,72,74,2
train-morning-05-m073-h2,train-morning-05,train,morning,10005,63,73,73,75,2
train-morning-06-m010-h2,train-morning-06,train,morning,10006,0,10,10,12,2
train-morning-06-m011-h2,train-morning-06,train,morning,10006,1,11,11,13,2
train-morning-06-m012-h2,train-morning-06,train,morning,10006,2,12,12,14,2
train-morning-06-m013-h2,train-morning-06,train,morning,10006,3,13,13,15,2
train-morning-06-m014-h2,train-morning-06,train,morning,10006,4,14,14,16,2
train-morning-06-m015-h2,train-morning-06,train,morning,10006,5,15,15,17,2
train-morning-06-m016-h2,train-morning-06,train,morning,10006,6,16,16,18,2
train-morning-06-m017-h2,train-morning-06,train,morning,10006,7,17,17,19,2
train-morning-06-m018-h2,train-morning-06,train,morning,10006,8,18,18,20,2
train-morning-06-m019-h2,train-morning-06,train,morning,10006,9,19,19,21,2
train-morning-06-m020-h2,train-morning-06,train,morning,10006,10,20,20,22,2
train-morning-06-m021-h2,train-morning-06,train,morning,10006,11,21,21,23,2
train-morning-06-m022-h2,train-morning-06,train,morning,10006,12,22,22,24,2
train-morning-06-m023-h2,train-morning-06,train,morning,10006,13,23,23,25,2
train-morning-06-m024-h2,train-morning-06,train,morning,10006,14,24,24,26,2
train-morning-06-m025-h2,train-morning-06,train,morning,10006,15,25,25,27,2
train-morning-06-m026-h2,train-morning-06,train,morning,10006,16,26,26,28,2
train-morning-06-m027-h2,train-morning-06,train,morning,10006,17,27,27,29,2
train-morning-06-m028-h2,train-morning-06,train,morning,10006,18,28,28,30,2
train-morning-06-m029-h2,train-morning-06,train,morning,10006,19,29,29,31,2
train-morning-06-m030-h2,train-morning-06,train,morning,10006,20,30,30,32,2
train-morning-06-m031-h2,train-morning-06,train,morning,10006,21,31,31,33,2
train-morning-06-m032-h2,train-morning-06,train,morning,10006,22,32,32,34,2
train-morning-06-m033-h2,train-morning-06,train,morning,10006,23,33,33,35,2
train-morning-06-m034-h2,train-morning-06,train,morning,10006,24,34,34,36,2
train-morning-06-m035-h2,train-morning-06,train,morning,10006,25,35,35,37,2
train-morning-06-m036-h2,train-morning-06,train,morning,10006,26,36,36,38,2
train-morning-06-m037-h2,train-morning-06,train,morning,10006,27,37,37,39,2
train-morning-06-m038-h2,train-morning-06,train,morning,10006,28,38,38,40,2
train-morning-06-m039-h2,train-morning-06,train,morning,10006,29,39,39,41,2
train-morning-06-m040-h2,train-morning-06,train,morning,10006,30,40,40,42,2
train-morning-06-m041-h2,train-morning-06,train,morning,10006,31,41,41,43,2
train-morning-06-m042-h2,train-morning-06,train,morning,10006,32,42,42,44,2
train-morning-06-m043-h2,train-morning-06,train,morning,10006,33,43,43,45,2
train-morning-06-m044-h2,train-morning-06,train,morning,10006,34,44,44,46,2
train-morning-06-m045-h2,train-morning-06,train,morning,10006,35,45,45,47,2
train-morning-06-m046-h2,train-morning-06,train,morning,10006,36,46,46,48,2
train-morning-06-m047-h2,train-morning-06,train,morning,10006,37,47,47,49,2
train-morning-06-m048-h2,train-morning-06,train,morning,10006,38,48,48,50,2
train-morning-06-m049-h2,train-morning-06,train,morning,10006,39,49,49,51,2
train-morning-06-m050-h2,train-morning-06,train,morning,10006,40,50,50,52,2
train-morning-06-m051-h2,train-morning-06,train,morning,10006,41,51,51,53,2
train-morning-06-m052-h2,train-morning-06,train,morning,10006,42,52,52,54,2
train-morning-06-m053-h2,train-morning-06,train,morning,10006,43,53,53,55,2
train-morning-06-m054-h2,train-morning-06,train,morning,10006,44,54,54,56,2
train-morning-06-m055-h2,train-morning-06,train,morning,10006,45,55,55,57,2
train-morning-06-m056-h2,train-morning-06,train,morning,10006,46,56,56,58,2
train-morning-06-m057-h2,train-morning-06,train,morning,10006,47,57,57,59,2
train-morning-06-m058-h2,train-morning-06,train,morning,10006,48,58,58,60,2
train-morning-06-m059-h2,train-morning-06,train,morning,10006,49,59,59,61,2
train-morning-06-m060-h2,train-morning-06,train,morning,10006,50,60,60,62,2
train-morning-06-m061-h2,train-morning-06,train,morning,10006,51,61,61,63,2
train-morning-06-m062-h2,train-morning-06,train,morning,10006,52,62,62,64,2
train-morning-06-m063-h2,train-morning-06,train,morning,10006,53,63,63,65,2
train-morning-06-m064-h2,train-morning-06,train,morning,10006,54,64,64,66,2
train-morning-06-m065-h2,train-morning-06,train,morning,10006,55,65,65,67,2
train-morning-06-m066-h2,train-morning-06,train,morning,10006,56,66,66,68,2
train-morning-06-m067-h2,train-morning-06,train,morning,10006,57,67,67,69,2
train-morning-06-m068-h2,train-morning-06,train,morning,10006,58,68,68,70,2
train-morning-06-m069-h2,train-morning-06,train,morning,10006,59,69,69,71,2
train-morning-06-m070-h2,train-morning-06,train,morning,10006,60,70,70,72,2
train-morning-06-m071-h2,train-morning-06,train,morning,10006,61,71,71,73,2
train-morning-06-m072-h2,train-morning-06,train,morning,10006,62,72,72,74,2
train-morning-06-m073-h2,train-morning-06,train,morning,10006,63,73,73,75,2
train-morning-07-m010-h2,train-morning-07,train,morning,10007,0,10,10,12,2
train-morning-07-m011-h2,train-morning-07,train,morning,10007,1,11,11,13,2
train-morning-07-m012-h2,train-morning-07,train,morning,10007,2,12,12,14,2
train-morning-07-m013-h2,train-morning-07,train,morning,10007,3,13,13,15,2
train-morning-07-m014-h2,train-morning-07,train,morning,10007,4,14,14,16,2
train-morning-07-m015-h2,train-morning-07,train,morning,10007,5,15,15,17,2
train-morning-07-m016-h2,train-morning-07,train,morning,10007,6,16,16,18,2
train-morning-07-m017-h2,train-morning-07,train,morning,10007,7,17,17,19,2
train-morning-07-m018-h2,train-morning-07,train,morning,10007,8,18,18,20,2
train-morning-07-m019-h2,train-morning-07,train,morning,10007,9,19,19,21,2
train-morning-07-m020-h2,train-morning-07,train,morning,10007,10,20,20,22,2
train-morning-07-m021-h2,train-morning-07,train,morning,10007,11,21,21,23,2
train-morning-07-m022-h2,train-morning-07,train,morning,10007,12,22,22,24,2
train-morning-07-m023-h2,train-morning-07,train,morning,10007,13,23,23,25,2
train-morning-07-m024-h2,train-morning-07,train,morning,10007,14,24,24,26,2
train-morning-07-m025-h2,train-morning-07,train,morning,10007,15,25,25,27,2
train-morning-07-m026-h2,train-morning-07,train,morning,10007,16,26,26,28,2
train-morning-07-m027-h2,train-morning-07,train,morning,10007,17,27,27,29,2
train-morning-07-m028-h2,train-morning-07,train,morning,10007,18,28,28,30,2
train-morning-07-m029-h2,train-morning-07,train,morning,10007,19,29,29,31,2
train-morning-07-m030-h2,train-morning-07,train,morning,10007,20,30,30,32,2
train-morning-07-m031-h2,train-morning-07,train,morning,10007,21,31,31,33,2
train-morning-07-m032-h2,train-morning-07,train,morning,10007,22,32,32,34,2
train-morning-07-m033-h2,train-morning-07,train,morning,10007,23,33,33,35,2
train-morning-07-m034-h2,train-morning-07,train,morning,10007,24,34,34,36,2
train-morning-07-m035-h2,train-morning-07,train,morning,10007,25,35,35,37,2
train-morning-07-m036-h2,train-morning-07,train,morning,10007,26,36,36,38,2
train-morning-07-m037-h2,train-morning-07,train,morning,10007,27,37,37,39,2
train-morning-07-m038-h2,train-morning-07,train,morning,10007,28,38,38,40,2
train-morning-07-m039-h2,train-morning-07,train,morning,10007,29,39,39,41,2
train-morning-07-m040-h2,train-morning-07,train,morning,10007,30,40,40,42,2
train-morning-07-m041-h2,train-morning-07,train,morning,10007,31,41,41,43,2
train-morning-07-m042-h2,train-morning-07,train,morning,10007,32,42,42,44,2
train-morning-07-m043-h2,train-morning-07,train,morning,10007,33,43,43,45,2
train-morning-07-m044-h2,train-morning-07,train,morning,10007,34,44,44,46,2
train-morning-07-m045-h2,train-morning-07,train,morning,10007,35,45,45,47,2
train-morning-07-m046-h2,train-morning-07,train,morning,10007,36,46,46,48,2
train-morning-07-m047-h2,train-morning-07,train,morning,10007,37,47,47,49,2
train-morning-07-m048-h2,train-morning-07,train,morning,10007,38,48,48,50,2
train-morning-07-m049-h2,train-morning-07,train,morning,10007,39,49,49,51,2
train-morning-07-m050-h2,train-morning-07,train,morning,10007,40,50,50,52,2
train-morning-07-m051-h2,train-morning-07,train,morning,10007,41,51,51,53,2
train-morning-07-m052-h2,train-morning-07,train,morning,10007,42,52,52,54,2
train-morning-07-m053-h2,train-morning-07,train,morning,10007,43,53,53,55,2
train-morning-07-m054-h2,train-morning-07,train,morning,10007,44,54,54,56,2
train-morning-07-m055-h2,train-morning-07,train,morning,10007,45,55,55,57,2
train-morning-07-m056-h2,train-morning-07,train,morning,10007,46,56,56,58,2
train-morning-07-m057-h2,train-morning-07,train,morning,10007,47,57,57,59,2
train-morning-07-m058-h2,train-morning-07,train,morning,10007,48,58,58,60,2
train-morning-07-m059-h2,train-morning-07,train,morning,10007,49,59,59,61,2
train-morning-07-m060-h2,train-morning-07,train,morning,10007,50,60,60,62,2
train-morning-07-m061-h2,train-morning-07,train,morning,10007,51,61,61,63,2
train-morning-07-m062-h2,train-morning-07,train,morning,10007,52,62,62,64,2
train-morning-07-m063-h2,train-morning-07,train,morning,10007,53,63,63,65,2
train-morning-07-m064-h2,train-morning-07,train,morning,10007,54,64,64,66,2
train-morning-07-m065-h2,train-morning-07,train,morning,10007,55,65,65,67,2
train-morning-07-m066-h2,train-morning-07,train,morning,10007,56,66,66,68,2
train-morning-07-m067-h2,train-morning-07,train,morning,10007,57,67,67,69,2
train-morning-07-m068-h2,train-morning-07,train,morning,10007,58,68,68,70,2
train-morning-07-m069-h2,train-morning-07,train,morning,10007,59,69,69,71,2
train-morning-07-m070-h2,train-morning-07,train,morning,10007,60,70,70,72,2
train-morning-07-m071-h2,train-morning-07,train,morning,10007,61,71,71,73,2
train-morning-07-m072-h2,train-morning-07,train,morning,10007,62,72,72,74,2
train-morning-07-m073-h2,train-morning-07,train,morning,10007,63,73,73,75,2
train-morning-08-m010-h2,train-morning-08,train,morning,10008,0,10,10,12,2
train-morning-08-m011-h2,train-morning-08,train,morning,10008,1,11,11,13,2
train-morning-08-m012-h2,train-morning-08,train,morning,10008,2,12,12,14,2
train-morning-08-m013-h2,train-morning-08,train,morning,10008,3,13,13,15,2
train-morning-08-m014-h2,train-morning-08,train,morning,10008,4,14,14,16,2
train-morning-08-m015-h2,train-morning-08,train,morning,10008,5,15,15,17,2
train-morning-08-m016-h2,train-morning-08,train,morning,10008,6,16,16,18,2
train-morning-08-m017-h2,train-morning-08,train,morning,10008,7,17,17,19,2
train-morning-08-m018-h2,train-morning-08,train,morning,10008,8,18,18,20,2
train-morning-08-m019-h2,train-morning-08,train,morning,10008,9,19,19,21,2
train-morning-08-m020-h2,train-morning-08,train,morning,10008,10,20,20,22,2
train-morning-08-m021-h2,train-morning-08,train,morning,10008,11,21,21,23,2
train-morning-08-m022-h2,train-morning-08,train,morning,10008,12,22,22,24,2
train-morning-08-m023-h2,train-morning-08,train,morning,10008,13,23,23,25,2
train-morning-08-m024-h2,train-morning-08,train,morning,10008,14,24,24,26,2
train-morning-08-m025-h2,train-morning-08,train,morning,10008,15,25,25,27,2
train-morning-08-m026-h2,train-morning-08,train,morning,10008,16,26,26,28,2
train-morning-08-m027-h2,train-morning-08,train,morning,10008,17,27,27,29,2
train-morning-08-m028-h2,train-morning-08,train,morning,10008,18,28,28,30,2
train-morning-08-m029-h2,train-morning-08,train,morning,10008,19,29,29,31,2
train-morning-08-m030-h2,train-morning-08,train,morning,10008,20,30,30,32,2
train-morning-08-m031-h2,train-morning-08,train,morning,10008,21,31,31,33,2
train-morning-08-m032-h2,train-morning-08,train,morning,10008,22,32,32,34,2
train-morning-08-m033-h2,train-morning-08,train,morning,10008,23,33,33,35,2
train-morning-08-m034-h2,train-morning-08,train,morning,10008,24,34,34,36,2
train-morning-08-m035-h2,train-morning-08,train,morning,10008,25,35,35,37,2
train-morning-08-m036-h2,train-morning-08,train,morning,10008,26,36,36,38,2
train-morning-08-m037-h2,train-morning-08,train,morning,10008,27,37,37,39,2
train-morning-08-m038-h2,train-morning-08,train,morning,10008,28,38,38,40,2
train-morning-08-m039-h2,train-morning-08,train,morning,10008,29,39,39,41,2
train-morning-08-m040-h2,train-morning-08,train,morning,10008,30,40,40,42,2
train-morning-08-m041-h2,train-morning-08,train,morning,10008,31,41,41,43,2
train-morning-08-m042-h2,train-morning-08,train,morning,10008,32,42,42,44,2
train-morning-08-m043-h2,train-morning-08,train,morning,10008,33,43,43,45,2
train-morning-08-m044-h2,train-morning-08,train,morning,10008,34,44,44,46,2
train-morning-08-m045-h2,train-morning-08,train,morning,10008,35,45,45,47,2
train-morning-08-m046-h2,train-morning-08,train,morning,10008,36,46,46,48,2
train-morning-08-m047-h2,train-morning-08,train,morning,10008,37,47,47,49,2
train-morning-08-m048-h2,train-morning-08,train,morning,10008,38,48,48,50,2
train-morning-08-m049-h2,train-morning-08,train,morning,10008,39,49,49,51,2
train-morning-08-m050-h2,train-morning-08,train,morning,10008,40,50,50,52,2
train-morning-08-m051-h2,train-morning-08,train,morning,10008,41,51,51,53,2
train-morning-08-m052-h2,train-morning-08,train,morning,10008,42,52,52,54,2
train-morning-08-m053-h2,train-morning-08,train,morning,10008,43,53,53,55,2
train-morning-08-m054-h2,train-morning-08,train,morning,10008,44,54,54,56,2
train-morning-08-m055-h2,train-morning-08,train,morning,10008,45,55,55,57,2
train-morning-08-m056-h2,train-morning-08,train,morning,10008,46,56,56,58,2
train-morning-08-m057-h2,train-morning-08,train,morning,10008,47,57,57,59,2
train-morning-08-m058-h2,train-morning-08,train,morning,10008,48,58,58,60,2
train-morning-08-m059-h2,train-morning-08,train,morning,10008,49,59,59,61,2
train-morning-08-m060-h2,train-morning-08,train,morning,10008,50,60,60,62,2
train-morning-08-m061-h2,train-morning-08,train,morning,10008,51,61,61,63,2
train-morning-08-m062-h2,train-morning-08,train,morning,10008,52,62,62,64,2
train-morning-08-m063-h2,train-morning-08,train,morning,10008,53,63,63,65,2
train-morning-08-m064-h2,train-morning-08,train,morning,10008,54,64,64,66,2
train-morning-08-m065-h2,train-morning-08,train,morning,10008,55,65,65,67,2
train-morning-08-m066-h2,train-morning-08,train,morning,10008,56,66,66,68,2
train-morning-08-m067-h2,train-morning-08,train,morning,10008,57,67,67,69,2
train-morning-08-m068-h2,train-morning-08,train,morning,10008,58,68,68,70,2
train-morning-08-m069-h2,train-morning-08,train,morning,10008,59,69,69,71,2
train-morning-08-m070-h2,train-morning-08,train,morning,10008,60,70,70,72,2
train-morning-08-m071-h2,train-morning-08,train,morning,10008,61,71,71,73,2
train-morning-08-m072-h2,train-morning-08,train,morning,10008,62,72,72,74,2
train-morning-08-m073-h2,train-morning-08,train,morning,10008,63,73,73,75,2
train-morning-09-m010-h2,train-morning-09,train,morning,10009,0,10,10,12,2
train-morning-09-m011-h2,train-morning-09,train,morning,10009,1,11,11,13,2
train-morning-09-m012-h2,train-morning-09,train,morning,10009,2,12,12,14,2
train-morning-09-m013-h2,train-morning-09,train,morning,10009,3,13,13,15,2
train-morning-09-m014-h2,train-morning-09,train,morning,10009,4,14,14,16,2
train-morning-09-m015-h2,train-morning-09,train,morning,10009,5,15,15,17,2
train-morning-09-m016-h2,train-morning-09,train,morning,10009,6,16,16,18,2
train-morning-09-m017-h2,train-morning-09,train,morning,10009,7,17,17,19,2
train-morning-09-m018-h2,train-morning-09,train,morning,10009,8,18,18,20,2
train-morning-09-m019-h2,train-morning-09,train,morning,10009,9,19,19,21,2
train-morning-09-m020-h2,train-morning-09,train,morning,10009,10,20,20,22,2
train-morning-09-m021-h2,train-morning-09,train,morning,10009,11,21,21,23,2
train-morning-09-m022-h2,train-morning-09,train,morning,10009,12,22,22,24,2
train-morning-09-m023-h2,train-morning-09,train,morning,10009,13,23,23,25,2
train-morning-09-m024-h2,train-morning-09,train,morning,10009,14,24,24,26,2
train-morning-09-m025-h2,train-morning-09,train,morning,10009,15,25,25,27,2
